task,score,data_path,data_url
Q1,0.0,data/7ef9a217-6f9f-49dc-94be-5dea66e28439/d90b713e-b3fc-4dca-b4d9-8118f2ac4f62/data.csv,https://openei.org/doe-opendata/dataset/10df853b-7f80-49b4-980d-ea8abceceee7/resource/0335ce86-9e82-4fc5-a4cd-b4eac9734de1/download/beresford060830.csv
Q1,0.0,data/7ef9a217-6f9f-49dc-94be-5dea66e28439/449c015a-0c00-43c3-9a74-58abae187343/data.csv,https://openei.org/doe-opendata/dataset/10df853b-7f80-49b4-980d-ea8abceceee7/resource/88630381-5e97-4c52-b990-e49d1d3a9aa1/download/beresford061203.csv
Q1,0.0,data/601310c6-11a0-425f-91ec-9c552b6ff9f1/baf7f370-50a5-4ecd-b2ed-181241b95bb0/data.csv,https://explore.data.gov/download/m6mr-quje/CSV
Q1,3.0,data/b8f162fd-2091-4590-911c-c2e65e3a509a/fbeabe3a-f302-446d-a88b-3b81a46d1d03/data.csv,https://openei.org/doe-opendata/dataset/57f6fb25-ed0a-4b0d-adab-65f766c0c74e/resource/0dfec0f2-bcc9-45c5-8295-ae3fc14dbe0b/download/beloit030513.csv
Q1,1.0,data/a63178bf-6e4f-4247-bf2a-6bddeb86fe5c/b6f420e2-0a2d-4377-9501-4f8b50c9dfdf/data.csv,https://openei.org/doe-opendata/dataset/ad8dd149-6c77-4a58-9bb1-2c538f70d8d6/resource/598b30f9-354d-461f-9b93-f4363277584c/download/watertown030114.csv
Q1,0.833333333333,data/7ef9a217-6f9f-49dc-94be-5dea66e28439/a700f10c-5ff1-466c-935f-2885f26dd730/data.csv,https://openei.org/doe-opendata/dataset/10df853b-7f80-49b4-980d-ea8abceceee7/resource/70e45f87-e0a4-4ccd-9f1d-af6edb3da0cf/download/beresford060102.csv
Q1,0.84126984127,data/7348ca13-08a0-43e8-97e5-1dd67bc0d654/edac91e3-9af1-4159-bbab-9b0d71470984/data.csv,https://openei.org/doe-opendata/dataset/c4c4e154-9189-447c-af2d-dc2af7940cfa/resource/40be54f1-51de-43b6-b3ce-2a67d7b3fb9d/download/laurel010611.csv
Q1,0.0,data/cb43d05c-1cb3-4bbf-98b1-c59b14e9da9d/8ad6762a-c1df-4b44-9099-d1d67d5fe10e/data.csv,https://jornada.nmsu.edu/sites/jornada.nmsu.edu/files/data/JornadaStudy_011_npp_annual_production_data_1.csv
Q1,2.0,data/7348ca13-08a0-43e8-97e5-1dd67bc0d654/954beedc-12a0-436b-b088-4addc7de09d2/data.csv,https://openei.org/doe-opendata/dataset/c4c4e154-9189-447c-af2d-dc2af7940cfa/resource/de546649-96c3-4329-a056-a7b13aa652fb/download/laurel011202.csv
Q1,1.0,data/df6b6ca1-19d6-45b3-a86d-913c991f719a/cf5b3494-3e78-4ebe-8016-23c1e146c3b9/data.csv,https://data.nrel.gov/files/54/wtk_site_metadata.csv
Q1,0.0,data/f3bf81b7-fdab-4446-8ac9-d3ad4c8e53c4/7f138191-defe-49c3-95e0-81a4065dd553/data.csv,http://www.justice.gov/ust/eo/public_affairs/data_files/ch7_asset/docs/Ch7CY2003.xlsx
Q1,0.0,data/06f230d1-2f34-40ec-8cb6-0d9543051a2e/9bcc456b-0ae9-4d6f-b996-883b2719f058/data.csv,http://doi.org/10.3886/ICPSR26861.v1
Q1,1.0,data/a63178bf-6e4f-4247-bf2a-6bddeb86fe5c/399f395c-78bd-42cb-8c33-cd30790c431a/data.csv,https://openei.org/doe-opendata/dataset/ad8dd149-6c77-4a58-9bb1-2c538f70d8d6/resource/881f7186-7f21-4054-9f9f-da2b906147ec/download/watertown021101.csv
Q1,1.0,data/7348ca13-08a0-43e8-97e5-1dd67bc0d654/de8ecf4f-ca40-49a8-9b24-33bdb1d7fe66/data.csv,https://openei.org/doe-opendata/dataset/c4c4e154-9189-447c-af2d-dc2af7940cfa/resource/4dd27760-abc0-476b-9623-d9b9ee97c5cd/download/laurel010831.csv
Q1,0.885057471264,data/b8f162fd-2091-4590-911c-c2e65e3a509a/82a1b041-8548-4b2c-a5e1-471900cf952e/data.csv,https://openei.org/doe-opendata/dataset/57f6fb25-ed0a-4b0d-adab-65f766c0c74e/resource/6a948c82-34d4-4928-8b7b-483d3f3bb375/download/beloit040120.csv
Q1,0.911111111111,data/0ab89201-1f8b-4d73-b9bd-58f0fd8b8012/90cf7e15-ddce-4f8a-a0f0-61d60ffdb887/data.csv,https://data.cdc.gov/api/views/r7hc-32zu/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/9109c881-bb59-42b4-a96f-a7c36be90d9b/400999ca-fa4d-4130-8510-2c4dad1c09f5/data.csv,https://data.cdc.gov/api/views/wcwi-x3uk/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/5b91115c-c655-44e5-90c4-141790ccdc4a/c2c0c97f-83be-4ffa-8d2e-5e615368e6da/data.csv,https://data.transportation.gov/api/views/ij7i-psm5/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/7348ca13-08a0-43e8-97e5-1dd67bc0d654/c53de682-3645-40d5-b71b-6faa80a49778/data.csv,https://openei.org/doe-opendata/dataset/c4c4e154-9189-447c-af2d-dc2af7940cfa/resource/72feaa09-d85c-47f4-b757-847927bb5b27/download/laurel011101.csv
Q1,1.0,data/7348ca13-08a0-43e8-97e5-1dd67bc0d654/e429e4eb-c92b-4d82-8053-969fe3b81a27/data.csv,https://openei.org/doe-opendata/dataset/c4c4e154-9189-447c-af2d-dc2af7940cfa/resource/426bc342-8a35-40cf-a36c-b49145f0a781/download/laurel011001.csv
Q1,1.0,data/9aab50cc-14db-4e71-a276-5eb20d5184b8/47cdac14-04d8-4e77-aa2d-1d29bbf56d4d/data.csv,https://openei.org/doe-opendata/dataset/1be0a37f-28e5-4021-84bb-39a643250102/resource/0b9a6ced-7ced-46fc-8c9d-e750e336de00/download/wind50mresourceareaflattened.csv
Q1,0.0,data/bc42eb2a-1717-4af8-89ca-d1228f83ce07/a907cbae-46ce-4408-b4d2-21016cd47d5e/data.csv,https://chronicdata.cdc.gov/views/iw6q-r3ja/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/45bdf39d-cf6d-43d0-bc15-0a808d872601/525fb22c-d742-47f3-b750-ea6374167a27/data.csv,https://data.cdc.gov/api/views/pbkm-d27e/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/7ef9a217-6f9f-49dc-94be-5dea66e28439/f2fb8e4a-e1a4-4e5f-bb46-63b6bbf4356e/data.csv,https://openei.org/doe-opendata/dataset/10df853b-7f80-49b4-980d-ea8abceceee7/resource/39f11476-3533-42fc-90d3-beb98524d159/download/beresford060131.csv
Q1,0.0,data/7348ca13-08a0-43e8-97e5-1dd67bc0d654/cb94d4f4-7eb9-4a58-8187-6a19b43f4a82/data.csv,https://openei.org/doe-opendata/dataset/c4c4e154-9189-447c-af2d-dc2af7940cfa/resource/e9fa9036-c071-4182-a3cd-d4dd08528e6e/download/laurel020401.csv
Q1,0.0,data/49cf1e1b-cdc4-42f4-83b1-3b12727878e3/0b5e0f5b-572b-475e-b704-73f8ee9f32f4/data.csv,https://explore.data.gov/download/m6mr-quje/CSV
Q1,0.0,data/7348ca13-08a0-43e8-97e5-1dd67bc0d654/a22279f3-900d-4578-b0ed-bc7e21edf762/data.csv,https://openei.org/doe-opendata/dataset/c4c4e154-9189-447c-af2d-dc2af7940cfa/resource/16865555-749a-4164-9dae-ddd82c519f90/download/laurel010701.csv
Q1,0.0,data/922da375-c45e-4886-9512-24164ed88d9b/a71f6529-1741-4354-aed2-9c8d8d8c2313/data.csv,https://data.imls.gov/api/views/q2nk-htvf/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/b4a8b7e4-0e1e-4be7-afdd-eb7cc7813c44/d918240b-3ccc-4d41-8f96-2687c5c60754/data.csv,https://www.ssa.gov/disabilityresearch/documents/r1puf093009.CSV
Q1,0.0,data/d4d12b67-a2e6-443d-b970-ec929b8fc1c4/712a29ee-7deb-4afa-8f0f-0b6c2f0705dd/data.csv,https://chronicdata.cdc.gov/views/4y6p-yphk/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/a63178bf-6e4f-4247-bf2a-6bddeb86fe5c/55250004-116b-4481-86e9-5793d4715c4d/data.csv,https://openei.org/doe-opendata/dataset/ad8dd149-6c77-4a58-9bb1-2c538f70d8d6/resource/e9b26baf-a6a1-41e3-9208-1cac685ea355/download/watertown030512.csv
Q1,0.0,data/c21a23c9-18bf-4ed6-a8ab-2492f3f78174/52395749-62c3-48ae-a99a-a30a07f41a20/data.csv,https://data.cdc.gov/api/views/m4es-3af4/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/e179ba74-4090-43a2-b8ec-7f166d6a399b/64415b36-67c6-41cc-bf81-d54eba1cffda/data.csv,https://jornada.nmsu.edu/sites/jornada.nmsu.edu/files/data/Jornada_288001_npp_geomet_bsne_dust_collection_data.csv
Q1,3.0,data/b8f162fd-2091-4590-911c-c2e65e3a509a/6cdbee9d-fc41-44b9-9a8d-2567422c4445/data.csv,https://openei.org/doe-opendata/dataset/57f6fb25-ed0a-4b0d-adab-65f766c0c74e/resource/86a9b564-e086-49a0-a1f9-370616e9b68b/download/beloit030613.csv
Q1,0.0,data/f5fe45aa-f39c-4f39-a4fe-909322b2fe93/4d1191dd-5fba-4ec9-aee6-6b507d51d325/data.csv,https://explore.data.gov/download/m6mr-quje/CSV
Q1,0.0,data/061195a5-f201-4df2-a32a-99a627b2b1a0/ecfbe301-c3ec-4375-8d4f-eb58f0944860/data.csv,http://data.gov/details/1498
Q1,1.0,data/7ef9a217-6f9f-49dc-94be-5dea66e28439/11083557-d121-4479-8371-180d2c3eef63/data.csv,https://openei.org/doe-opendata/dataset/10df853b-7f80-49b4-980d-ea8abceceee7/resource/bd554d3e-bd85-4813-a5ba-1586b0521b5d/download/beresford060601.csv
Q1,1.0,data/a63178bf-6e4f-4247-bf2a-6bddeb86fe5c/384de2a0-fee5-4697-8158-052419afe14e/data.csv,https://openei.org/doe-opendata/dataset/ad8dd149-6c77-4a58-9bb1-2c538f70d8d6/resource/eef22858-182c-4c53-8a56-83ed57a77136/download/watertown030902.csv
Q1,0.0,data/62acddae-6081-4f24-b3ad-b69877c0a8d9/e3c6c5c0-ea1b-4fd6-a9af-86c9c3f7b1f9/data.csv,https://data.cdc.gov/api/views/3h58-x6cd/rows.csv?accessType=DOWNLOAD
Q1,3.0,data/13dc0ad2-a329-41db-bca3-72c33e9772e0/2e9bc5f3-013f-45dd-90dc-62e73261079b/data.csv,https://www.ssa.gov/open/data/800-number-average-speed-to-answer.csv
Q1,1.0,data/a63178bf-6e4f-4247-bf2a-6bddeb86fe5c/fb66960d-bcb0-4544-a3c2-4080fc30b5a9/data.csv,https://openei.org/doe-opendata/dataset/ad8dd149-6c77-4a58-9bb1-2c538f70d8d6/resource/4e9e46d1-8be8-4766-8a4a-9443d2b2b373/download/watertown030318.csv
Q1,3.0,data/b8f162fd-2091-4590-911c-c2e65e3a509a/cfd52641-d8a8-42bf-84fc-8db1d2ae6e20/data.csv,https://openei.org/doe-opendata/dataset/57f6fb25-ed0a-4b0d-adab-65f766c0c74e/resource/8bacf14f-e3f3-42b2-9600-542ed55b0913/download/beloit030915.csv
Q1,1.0,data/7ef9a217-6f9f-49dc-94be-5dea66e28439/7dfd1700-2c7f-4aae-9c26-e26d483c924b/data.csv,https://openei.org/doe-opendata/dataset/10df853b-7f80-49b4-980d-ea8abceceee7/resource/c0b86976-9379-4b64-8ec0-feaa36f09128/download/beresford060710.csv
Q1,0.0,data/29a1785b-2db6-4646-bdd6-09279b48a25f/e3b19f00-b52f-4faa-a102-f735f1bd8f09/data.csv,https://data.cdc.gov/api/views/p56q-jrxg/rows.csv?accessType=DOWNLOAD
Q1,1.0,data/7ef9a217-6f9f-49dc-94be-5dea66e28439/67577a08-2814-414e-8eb4-47bacb190061/data.csv,https://openei.org/doe-opendata/dataset/10df853b-7f80-49b4-980d-ea8abceceee7/resource/f576a495-1e46-4003-a28b-6c0e1592de5e/download/beresford060301.csv
Q1,1.0,data/a63178bf-6e4f-4247-bf2a-6bddeb86fe5c/be6cabe8-ca09-435f-8c09-98989b8ba7da/data.csv,https://openei.org/doe-opendata/dataset/ad8dd149-6c77-4a58-9bb1-2c538f70d8d6/resource/a78638e5-ddad-4252-9b05-a4a9512c6ddc/download/watertown031008.csv
Q1,0.0,data/7ef9a217-6f9f-49dc-94be-5dea66e28439/30469129-6949-48d5-947d-d552893629a6/data.csv,https://openei.org/doe-opendata/dataset/10df853b-7f80-49b4-980d-ea8abceceee7/resource/711b35ea-48c1-4835-aafe-6e9b88dca286/download/beresford060731.csv
Q1,0.0,data/7348ca13-08a0-43e8-97e5-1dd67bc0d654/c5797863-77eb-4cf2-b5a6-540cda4b3f25/data.csv,https://openei.org/doe-opendata/dataset/c4c4e154-9189-447c-af2d-dc2af7940cfa/resource/99ac0652-3e5d-413b-83a4-e299b7142b98/download/laurel020302.csv
Q1,1.0,data/7ef9a217-6f9f-49dc-94be-5dea66e28439/463faeae-4f06-48d1-b66b-b89fda7fc75e/data.csv,https://openei.org/doe-opendata/dataset/10df853b-7f80-49b4-980d-ea8abceceee7/resource/c10c1b27-340a-4f31-9321-2c4ccd2dfe9a/download/beresford051201.csv
Q1,1.0,data/7ef9a217-6f9f-49dc-94be-5dea66e28439/40095387-6260-4a98-800d-95eac40cf7bb/data.csv,https://openei.org/doe-opendata/dataset/10df853b-7f80-49b4-980d-ea8abceceee7/resource/5b0f3b92-56fb-4a4a-b510-276f0f8f160b/download/beresford061005.csv
Q1,0.0,data/7ef9a217-6f9f-49dc-94be-5dea66e28439/e2641c44-c5ca-4b5d-bcf0-020fd8fce27e/data.csv,https://openei.org/doe-opendata/dataset/10df853b-7f80-49b4-980d-ea8abceceee7/resource/ffa27461-8003-4cea-adc3-0f403ddfcb97/download/beresford060501.csv
Q1,2.0,data/d835a557-2c84-4878-a69d-db923e12ddf6/18725e2a-1e92-4d79-8813-cbbd6b8ed8c7/data.csv,https://data.imls.gov/api/views/4rgs-bhcf/rows.csv?accessType=DOWNLOAD
Q1,0.796019900498,data/7348ca13-08a0-43e8-97e5-1dd67bc0d654/d34ae7e9-7e3d-47df-9e13-ab600800a0b6/data.csv,https://openei.org/doe-opendata/dataset/c4c4e154-9189-447c-af2d-dc2af7940cfa/resource/284db0c9-bc16-4952-8bc8-1d7dd485ea70/download/laurel020102.csv
Q1,1.0,data/7ef9a217-6f9f-49dc-94be-5dea66e28439/04a6f578-d851-444b-81e9-1dba0550a8ae/data.csv,https://openei.org/doe-opendata/dataset/10df853b-7f80-49b4-980d-ea8abceceee7/resource/1caa47c5-4cc4-42a0-8122-29cca8dfc9c3/download/beresford061101.csv
Q1,0.0,data/02376492-f27f-4718-a96a-72195b3f3ca5/8aaa51cb-7097-46c9-b7fe-59bbc5d6827a/data.csv,https://data.ok.gov/sites/default/files/res_state_of_oklahoma_government_employees_by_function_4cm9-85gv.csv
Q1,0.0,data/850219b9-83c4-41a6-a288-e6cb1904c499/04b6541f-deb2-43a2-9fbe-1f121b4e42d5/data.csv,https://data.cdc.gov/api/views/crtu-weni/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/7348ca13-08a0-43e8-97e5-1dd67bc0d654/f3678110-f735-4e83-b6be-5734442ec425/data.csv,https://openei.org/doe-opendata/dataset/c4c4e154-9189-447c-af2d-dc2af7940cfa/resource/9040a12f-1246-4323-959a-50b53256e4d3/download/laurel010801.csv
Q1,0.0,data/d2ae98d2-3814-400d-8483-a5cdeac5a107/3e047b71-18da-409f-8875-c34981609e29/data.csv,https://data.energystar.gov/api/views/vtsv-aq9u/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/057488e9-f69d-4f0a-9a44-2e21d7161b5a/86fa4f1f-57b5-4bc9-afe4-315d326a8aa0/data.csv,https://opendata.fcc.gov/api/views/qb45-rw2t/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/9039ec80-8d23-42e3-8989-e9d7d504dd33/fede30d5-a035-4ed9-be9d-0b41e47a1f10/data.csv,https://inventory.data.gov/dataset/787a2347-1e8a-48a8-8c95-6f99e6b495f3/resource/ddb4e855-bf97-4561-94a7-d6dee6a02eaa/download/userssharedsdfinvestingininnovation2010applications.csv
Q1,0.0,data/809dcb0c-df78-48ef-9861-543e93382272/7b889d47-49a4-4e18-92e7-6f246c67ffac/data.csv,https://data.medicare.gov/api/views/y2hd-n93e/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/195ca2c1-3d5c-408e-8a88-4ef26f7afc23/7460995e-8b0c-46f8-9a7d-ea44b108bf35/data.csv,https://www.data.va.gov/sites/default/files/NGL20180105/ngl_indiana.csv
Q1,0.0,data/cbd29cef-f95a-4014-a10f-4b5a21c72120/b2ce2a71-ce76-4c17-afff-21b9c863a79d/data.csv,https://data.energystar.gov/api/views/9g6r-cpdt/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/6f13526d-ad4a-4787-811d-936ba2020f25/2a8d8fad-5e7c-4a92-b932-f1aba4a4e547/data.csv,https://www.data.va.gov/sites/default/files/NGL20180105/ngl_maine.csv
Q1,0.738396624473,data/0f70d0ba-f194-4b7c-9f8f-d059216b0d02/a41fe72b-f402-404e-9fa6-1c4925955807/data.csv,https://openei.org/doe-opendata/dataset/cbb80cd9-1dcc-48a1-ad88-f653a621a1e6/resource/d4e6d771-d7ea-43d6-949d-8f1ce42dd10e/download/altfuelstationsapr42012.csv
Q1,0.75,data/96ccb2ee-ab03-4d83-9b72-91a48c8d487e/31c6596e-a54b-4892-9381-535b301a66c6/data.csv,https://data.medicare.gov/api/views/ifjz-ge4w/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/44dae7c0-24d6-45df-9f30-2af3b9ce8ed2/ad7affbb-dc0a-4cc4-8bb4-d4abeb626803/data.csv,https://www.data.va.gov/sites/default/files/NGL20180105/ngl_louisiana.csv
Q1,0.0,data/530480f8-4f22-4c15-99ff-a2b98ac51274/e2fed824-fee6-4b6c-a263-dc772324de07/data.csv,https://www.ssa.gov/oag/foia/contract/ssa.hq.awards.csv
Q1,0.0,data/1b7f0ecd-e229-4a94-aded-35c4e3ea3451/1781d308-e884-4529-b25a-f27b4780d895/data.csv,https://www.data.va.gov/sites/default/files/NGL20180105/ngl_kentucky.csv
Q1,0.0,data/3cc39d85-1424-4c8c-8273-9b61abc194b4/3bd78d17-5ac2-40c5-a940-7f8b382c32ff/data.csv,https://www.data.va.gov/sites/default/files/NGL20180105/ngl_north_carolina.csv
Q1,0.0,data/82210b6a-b030-403e-9fb5-40956e5cc32d/8106339d-6083-47d0-9068-67bd486a32cc/data.csv,https://opendata.fcc.gov/api/views/fh6b-eeeb/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/72b852f7-8899-476f-8dc2-96dabe8fda04/71eb46c7-e2b4-43e9-a29d-6d25526c9817/data.csv,http://www.usaid.gov/opengov/developer/datasets/ACDatabase_2014-9-29.csv
Q1,0.0,data/f9f8f334-8bb9-49d7-b28f-5b887b01de31/57477bce-7102-4f41-a786-14dd4770af45/data.csv,https://en.openei.org/wiki/Special:Ask/-5B-5BCategory:Companies-5D-5D-5B-5BSector::Biofuels-5D-5D/-3F=Company-20Name-23/-3FAddress/-3FPlace/-3FZip/-3FSector/-3FProduct/-3FWebsite/-3FRegion/format=csv/limit=4500/offset=0/mainlabel=Company-20Name/searchlabel=Download-20CSV-20(rows-201-2D253)/default=No-20companies-20available
Q1,0.0,data/1a237243-be57-4b3b-a132-b371b1b561b2/6a420481-f388-4589-b724-f43e64279fcc/data.csv,https://www.data.va.gov/sites/default/files/NGL20180105/ngl_south_dakota.csv
Q1,3.0,data/e2ca5422-5f1b-4eb2-b440-922b70b9becd/e42e996b-b045-42ba-b673-e94a497cd511/data.csv,http://enterprisecontent-usfs.opendata.arcgis.com/datasets/28b6119a1b664d88a9fad12e005eec82_1.csv
Q1,0.0,data/2b4a7fc8-6b47-4c20-ac2c-edd87bc6585d/56bfe3bb-2067-47e5-9d11-fd42d3eeb7f9/data.csv,https://data.ok.gov/sites/default/files/res_2013_real_property_inventory_list_rrnw-eauq.csv
Q1,0.0,data/83a70c7e-9992-4676-8360-44d0fd97e3a6/401616de-f26a-4728-9f37-55324565d50a/data.csv,https://data.ok.gov/sites/default/files/2012%20Personal%20Property.csv
Q1,0.0,data/04280b03-cb4d-4d7f-b3cc-df1965e6424c/141d2a30-1974-471f-a2fd-2d8b19d5dfe0/data.csv,https://www.data.va.gov/sites/default/files/NGL20180105/ngl_nebraska.csv
Q1,0.0,data/57e5cd4b-cc93-45b6-98e0-fdb2c69bfa62/e85dd3f7-ebeb-4b7b-8da1-b7d6682369af/data.csv,https://data.nasa.gov/api/views/dd9e-wu2v/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/33dbc508-cf54-4fbf-b41f-32c1169ffae1/38772312-3cad-44ae-abbc-b370227b25fd/data.csv,https://www.data.va.gov/sites/default/files/NGL20180105/ngl_mississippi.csv
Q1,0.0,data/272d92a0-c044-4616-bb02-6039a7de162e/b9a7a7e2-516e-40f0-9f4f-eced29ea1c8d/data.csv,https://openei.org/doe-opendata/dataset/8a34b402-c2ef-4a93-8042-47f1c9a5c697/resource/a97fe5c3-dc90-4f2f-b8f9-5f8034f01da7/download/doefacilitydatabase.csv
Q1,0.0,data/05efbe3c-fac8-4abd-bc19-442a6fe74141/cda35333-7508-4342-bf54-18b31c28a82d/data.csv,https://openei.org/doe-opendata/dataset/5123a347-a2e9-47a2-9b52-059860535257/resource/c8ded22e-5e2d-4e6f-b654-825e2e455bc0/download/tcdbgeneration20140808.csv
Q1,0.0,data/c4fc3feb-0602-4e5b-9f26-1976aef4300a/37ecea7c-0d94-45c3-9ae6-b8c72f701f8d/data.csv,https://data.energystar.gov/api/views/46gm-kmbv/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/2b4a7fc8-6b47-4c20-ac2c-edd87bc6585d/60f3e55a-e991-46d3-9d6f-6269eb3a3eac/data.csv,https://data.ok.gov/sites/default/files/res_2013_state_of_oklahoma_personal_property_inventory_list_f679-ijkp.csv
Q1,0.0,data/46983d5a-b257-498e-9f5d-140078a088d3/144d7d96-5f2b-473a-8f3d-1b484bcade25/data.csv,https://www.data.va.gov/sites/default/files/NGL20180105/ngl_maryland.csv
Q1,0.0,data/f00a5ed5-76db-47cb-b7e6-88c4da28a319/7e802527-1a6f-4451-b68a-c8dc7663c954/data.csv,https://en.openei.org/apps/TCDB/sites/all/files/tcdb-data/generation.csv
Q1,0.0,data/49c31665-8104-4552-91e4-96309ca9b143/eaeaa331-f497-478e-8c5f-84f7c49fcce9/data.csv,https://www.bia.gov/sites/bia.gov/files/assets/mapfiles/BIAFireInstance.csv
Q1,0.0,data/cc1901e7-a008-4eed-b045-3f2be7fd024a/c9a202b1-31d8-4dc1-bd74-3302bb9d6b6e/data.csv,https://openei.org/doe-opendata/dataset/9dcd443b-c0e5-4d4a-b764-5a8ff0c2c92b/resource/e8f8f2ec-114e-4331-ba7b-592bbad31c9b/download/cityshks2015.csv
Q1,0.0,data/7a8018cd-6b29-4c5b-b254-613324fce3c0/56c41a69-430a-4ddb-bc6e-92964a673f4d/data.csv,https://data.energystar.gov/api/views/rg68-9xmm/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/4f68cf90-31a3-47bd-993b-71cff67c1420/2a7592cb-5a4c-43ff-84b4-00b7ac71f9ca/data.csv,http://enterprisecontent-usfs.opendata.arcgis.com/datasets/23ed0f9bb4f1422db69e106c7e7ca1d0_0.csv
Q1,0.0,data/de9d590c-6e2d-4c06-ae83-1bd222369033/82f430e2-036c-4c33-8ae4-c91e812bd70c/data.csv,http://enterprisecontent-usfs.opendata.arcgis.com/datasets/3e16a3fae435443d9899b10d4ff26124_0.csv
