task,score,data_path,data_url
Q5,1.4,data/270af961-1c68-4af7-a3bc-caeac4aefa59/f3810ff3-9974-4f7e-a1e5-17a4b4a6ad5b/data.csv,https://data.medicare.gov/api/views/3n5g-6b7f/rows.csv?accessType=DOWNLOAD
Q5,0.0,data/6c173cdd-8294-4653-97e6-1bd80409f8c5/4f4acde2-ab4c-4cf0-98a4-80053f7d2d31/data.csv,http://www.usaid.gov/opengov/developer/datasets/SCMS_Delivery_History_Dataset_20150929.csv
Q5,2.0,data/11a2a1e0-827d-4755-a3d4-e89fdce232e7/095dea5c-321a-445d-bf25-fd8182205dd4/data.csv,https://data.medicaid.gov/api/views/8pny-kgh5/rows.csv?accessType=DOWNLOAD
Q5,1.40740740741,data/ae1ebaa2-e7f4-4ae0-9797-2809a4c238ef/bb99e405-80de-4aea-bb9c-64f3056f3faf/data.csv,https://www.data.va.gov/sites/default/files/ProjectedPop_2.csv
Q5,1.0,data/99abdfe8-54ce-48d5-b5b4-16e5d775136d/38827f1e-03f7-4a3e-8615-37372dc2f3cc/data.csv,https://data.medicare.gov/api/views/su9h-3pvj/rows.csv?accessType=DOWNLOAD
Q5,2.0,data/4589daad-d775-40ac-be5b-ffd1f967fa68/146df5c0-20d2-4374-be9c-1e35075a5219/data.csv,https://www.ssa.gov/open/data/Disability-Processing-Time-Title-XVI.csv
Q5,3.0,data/6ccefe75-e9a8-4eef-b313-b6e497385054/ff4aefb1-5fb3-434c-8797-2f77d14d6dee/data.csv,https://daymet.ornl.gov/data/send/query?lat=34.2547&lon=-89.8735
Q5,1.45454545455,data/64640465-41b3-4fc9-9ea7-5f8fc9b1468a/213ac04d-b2b6-4082-858f-fe4348f8d91f/data.csv,https://data.medicare.gov/api/views/di9i-zzrc/rows.csv?accessType=DOWNLOAD
Q5,3.0,data/fc551f07-f7e4-4f3f-b558-daaba18bed77/2059a8ef-b98d-4840-b513-d0c42c3c588f/data.csv,https://data.medicaid.gov/api/views/8pny-kgh5/rows.csv?accessType=DOWNLOAD
Q5,2.0,data/944f7b7b-6659-478e-b31c-7ff6a0e8701a/e73ed8e7-1b90-4d64-8eeb-e2ac13d06672/data.csv,http://www2.census.gov/acs2009_5yr/pums/csv_pus.zip
Q5,1.50666666667,data/1027a573-c14b-49f3-b5a0-192e64dc7f19/a64cea19-0114-4785-b1d3-fa964c8a32e8/data.csv,https://www.va.gov/vetdata/docs/Datagov/DataGov_GDX_FY07_Congressional_District.csv
Q5,1.51282051282,data/ae1ebaa2-e7f4-4ae0-9797-2809a4c238ef/bb0705d3-864e-4d6f-8ac7-74623c9292b1/data.csv,https://www.data.va.gov/sites/default/files/VA%20Healthcare%20With%20SD_0.csv
Q5,2.0,data/dc710ab6-de45-4b23-ba5f-d3d71f480065/d1458793-ffe2-442f-bd6e-3dbd1273a98f/data.csv,https://data.medicaid.gov/api/views/8pny-kgh5/rows.csv?accessType=DOWNLOAD
Q5,1.53571428571,data/17bba21e-6a85-46e6-ab44-9d7e464594d0/186851e9-073a-4f08-9199-f0b321be8a5a/data.csv,http://www2.census.gov/acs2009_5yr/summaryfile/2005-2009_ACSSF_All_In_2_Giant_Files(Experienced-Users-Only)/All_Geographies_Not_Tracts_Block_Groups.zip
Q5,3.0,data/b7ec8856-6df6-471c-ac53-c8e32a8c6d53/24e5edd3-f054-41b0-997c-a8721c6313bd/data.csv,http://enterprisecontent-usfs.opendata.arcgis.com/datasets/abfaa910d9194efc908e78a8f1e5a175_1.csv
Q5,1.56666666667,data/ae1ebaa2-e7f4-4ae0-9797-2809a4c238ef/ebf88250-32c6-4fca-b7f9-57e7c5027ae4/data.csv,https://www.data.va.gov/sites/default/files/Use%20of%20VA%20Benefits%20as%20Percentages.csv
Q5,1.55913978495,data/2a41cd7c-6a23-4937-9895-6b4d6ce32fa8/891f92e9-1932-4124-9b89-21ca26cc9baa/data.csv,https://chronicdata.cdc.gov/views/ffbi-is3j/rows.csv?accessType=DOWNLOAD
Q5,1.0,data/54962b98-eaab-45e0-ad77-2a68be28e323/f7068e34-f8d5-4f1c-8d35-df7bab2021ea/data.csv,http://www2.census.gov/acs2013_5yr/summaryfile/2009-2013_ACSSF_All_In_2_Giant_Files(Experienced-Users-Only)/Tracts_Block_Groups_Only.tar.gz
Q5,1.53535353535,data/77699cdb-cf94-4fdc-ad0a-5be0159bc54f/248675c7-d45b-4a86-a461-50c6fdb8a1d4/data.csv,https://www.va.gov/VETDATA/docs/Datagov/DataGov_GDX_FY09_State_and_County.csv
Q5,2.0,data/ae1ebaa2-e7f4-4ae0-9797-2809a4c238ef/2450ccb1-ad8a-490d-89c1-881478834eb7/data.csv,https://www.data.va.gov/sites/default/files/MedIncome_0.csv
Q5,2.0,data/ea6f7d92-a515-4a6f-a68f-ba9fe6bc75fc/ef0bc645-e896-4527-910c-f117405518e0/data.csv,https://www.va.gov/vetdata/docs/VHA_Facility_Quality_and_Safety_Report_Infrastructure.csv
Q5,2.0,data/1d894f79-c18b-409c-aedf-05ebaeb4d467/f9b0c979-d42a-45b4-9afa-c8a62fec621f/data.csv,http://www2.census.gov/acs2011_5yr/pums/csv_pus.zip
Q5,1.58558558559,data/33dbc508-cf54-4fbf-b41f-32c1169ffae1/38772312-3cad-44ae-abbc-b370227b25fd/data.csv,https://www.data.va.gov/sites/default/files/NGL20180105/ngl_mississippi.csv
Q5,1.5701754386,data/497b5311-39a4-4f59-81dd-8d4df43c0c3d/63b29834-bdb0-46aa-8f62-8fe845511ed3/data.csv,https://www.va.gov/vetdata/docs/VHA_Facility_Quality_and_Safety_Report_Patient_Satisfaction.csv
Q5,2.0,data/a96c736e-0cd4-4b94-bdc8-7e885b61825b/825e24b7-fee6-4583-9839-e292d78456f8/data.csv,https://data.medicare.gov/api/views/if5v-4x48/rows.csv?accessType=DOWNLOAD
Q5,1.59166666667,data/b5be4445-e3bd-4e80-9c71-9a8a5abd041c/f28eda54-4e89-4959-a7d0-379906af2a2d/data.csv,https://data.medicare.gov/api/views/rs6n-9qwg/rows.csv?accessType=DOWNLOAD
Q5,2.0,data/26d82eca-2692-4504-aba2-9b7475ca6f76/7bc5f76e-286e-4323-84f3-0432571f12ee/data.csv,https://data.medicaid.gov/api/views/5im3-vamn/rows.csv?accessType=DOWNLOAD
Q5,0.0,data/3a14e3f5-820a-489b-9087-4283f142dec1/be4d3502-dfd6-4023-bf45-c9cd42db7a71/data.csv,https://www.data.va.gov/sites/default/files/VHA%2520Asset.csv
Q5,1.57364341085,data/5aee4850-803c-4851-ad6a-734849e32bc5/d39d4366-8ba0-47c3-b0dc-a8aeacc1fa75/data.csv,https://data.medicare.gov/api/views/ka5z-ibe3/rows.csv?accessType=DOWNLOAD
Q5,3.0,data/a995ddcd-f2e5-4193-b50e-39e807616d0a/dafe94a2-45b7-496e-8659-6e3d7e76b2ab/data.csv,http://dataferrett.census.gov
Q5,1.59259259259,data/7fc0f856-c375-4bd2-b176-64eac72252aa/d0573a36-f7df-4d88-b310-4f94b2441b9f/data.csv,https://data.ok.gov/sites/default/files/res_research_and_development_investments_cvsx-zduu.csv
Q5,3.0,data/ec858afa-a437-4eb3-8866-8351c43708a6/e5450e84-3df8-4f1e-94e4-69767119a759/data.csv,https://www.va.gov/vetdata/docs/Datagov/DataGov_GDX_FY08_Congressional_District.csv
Q5,1.0,data/3db649e4-698c-4da1-8bc9-0efb82dcf127/58b51ff6-65e8-444c-bca3-48d37c4e422d/data.csv,https://data.medicaid.gov/api/views/8pny-kgh5/rows.csv?accessType=DOWNLOAD
Q5,2.0,data/ae1ebaa2-e7f4-4ae0-9797-2809a4c238ef/d35f023a-5a64-4097-b472-d2d990b97c50/data.csv,https://www.data.va.gov/sites/default/files/VA%20Healthcare%20With%20SD_1.csv
Q5,2.0,data/97772185-d61c-46a1-bf41-3916bf67f0ef/4d2906d6-23c9-4ee1-b3b1-87f9fd1d16e0/data.csv,https://www.ssa.gov/open/data/DDS-Net-Accuracy.csv
Q5,1.58,data/636befd8-66c8-4748-839d-77f449b842c5/329c6189-1c3d-4d82-a6bf-a004b795fb78/data.csv,https://data.medicare.gov/api/views/rrqw-56er/rows.csv?accessType=DOWNLOAD
Q5,1.58169934641,data/ae1ebaa2-e7f4-4ae0-9797-2809a4c238ef/d9655308-cdc8-4003-9b18-033ebb5aff32/data.csv,https://www.data.va.gov/sites/default/files/Use%20of%20VA%20Benefits_3.csv
Q5,1.58974358974,data/37639e1a-349b-46c0-a024-432dd97310c0/801a8b3e-3398-48c8-8f92-5bacaf158067/data.csv,http://doi.org/10.3886/ICPSR34906.v1
Q5,1.59119496855,data/b7db6d44-fbfe-4ce3-8b8c-626cacb5e195/04857ec9-ce8c-4308-9f28-30f4d78a3cd7/data.csv,http://www2.census.gov/acs2013_5yr/summaryfile/2009-2013_ACSSF_All_In_2_Giant_Files(Experienced-Users-Only)/All_Geographies_Not_Tracts_Block_Groups.tar.gz
Q5,1.5987654321,data/4fdd7369-8f85-4d12-835f-8c1403f0b55b/5ff167fe-e16e-476b-a91a-c44252a08417/data.csv,https://ecos.fws.gov/ServCat/DownloadFile/132596?Reference=87279
Q5,1.0,data/e155c925-d4fc-42d1-9515-8decf88dac21/04c6e7fc-2baf-4117-a0d5-d7b1929363c8/data.csv,https://www.va.gov/vetdata/docs/VHA_Facility_Quality_and_Safety_Report_Hospital_Settings.csv
Q5,1.0,data/b1efbf4b-747a-4bda-9a07-9a124e8ba03b/c7b1f141-9420-4c01-80d5-bbcf97446fb5/data.csv,https://inventory.data.gov/dataset/47620f0a-dd76-4fcc-915a-88cfdb2e32cf/resource/ede08664-bd3a-4f05-92ed-3caefc5c3584/download/userssharedsdfachvmntrsltsstateassmtsrlasy200910.csv
Q5,1.58479532164,data/09563052-4ccf-4c0a-b0f9-44fae6dfdde5/bc1ff669-abd0-4a56-a10f-fc5a96d8f233/data.csv,http://www.bls.gov/cps
Q5,1.59195402299,data/9039ec80-8d23-42e3-8989-e9d7d504dd33/fede30d5-a035-4ed9-be9d-0b41e47a1f10/data.csv,https://inventory.data.gov/dataset/787a2347-1e8a-48a8-8c95-6f99e6b495f3/resource/ddb4e855-bf97-4561-94a7-d6dee6a02eaa/download/userssharedsdfinvestingininnovation2010applications.csv
Q5,2.0,data/551d4c52-be68-45d5-b7e4-0ef7c6904c94/c344439f-4930-4507-a915-2e88dfa16e4c/data.csv,https://www.ssa.gov/data/data.csv
Q5,3.0,data/6f13526d-ad4a-4787-811d-936ba2020f25/2a8d8fad-5e7c-4a92-b932-f1aba4a4e547/data.csv,https://www.data.va.gov/sites/default/files/NGL20180105/ngl_maine.csv
Q5,3.0,data/1b849dc1-761f-4376-a68d-f953330b1fcb/91c7bff1-b2b2-46b0-b1ec-34cc611d1a61/data.csv,https://data.cdc.gov/api/views/uarv-cqnu/rows.csv?accessType=DOWNLOAD
Q5,1.62365591398,data/0f70d0ba-f194-4b7c-9f8f-d059216b0d02/a41fe72b-f402-404e-9fa6-1c4925955807/data.csv,https://openei.org/doe-opendata/dataset/cbb80cd9-1dcc-48a1-ad88-f653a621a1e6/resource/d4e6d771-d7ea-43d6-949d-8f1ce42dd10e/download/altfuelstationsapr42012.csv
Q5,2.0,data/5196971e-3e18-44e8-88f8-30835adeaef7/41e28983-6ff4-4565-89bb-947c78fb3753/data.csv,http://www.bls.gov/cps
Q5,2.0,data/530480f8-4f22-4c15-99ff-a2b98ac51274/e2fed824-fee6-4b6c-a263-dc772324de07/data.csv,https://www.ssa.gov/oag/foia/contract/ssa.hq.awards.csv
Q5,3.0,data/1a8ee860-0dbb-4aa4-a166-85760f104b6a/c78db964-dc2d-4982-98c3-04048e922433/data.csv,https://inventory.data.gov/dataset/da765763-7b50-4dd2-9772-c92e0fed8e1a/resource/411d25bd-ac44-4d90-99a0-c65670628afd/download/userssharedsdfteachingamericanhistory2010grantees.csv
Q5,1.63636363636,data/d303d5b1-acd0-4f3d-aa75-aa4c7c4e6e59/6a349af1-481b-452a-b023-c6b0147fe2f8/data.csv,http://www.bls.gov/cps
Q5,1.6368159204,data/93a69c95-583b-427a-886c-7307a2611a8a/bb962666-c5e8-423b-96a2-c69b4ed6ad32/data.csv,https://inventory.data.gov/dataset/e1f06719-f437-431c-8a52-d7706b7791aa/resource/5a238416-a57d-4c73-8c3c-e3bd1d0d7cb7/download/userssharedsdfachvmntrsltsstateassmtsrlasy201112.csv
Q5,2.0,data/8e3f79de-c6a7-4065-baee-193f17ea8a8f/4fafec58-1bbc-4317-91bb-35b6b97037e2/data.csv,https://www.data.va.gov/sites/default/files/NGL20180105/ngl_arizona.csv
Q5,2.0,data/809dcb0c-df78-48ef-9861-543e93382272/7b889d47-49a4-4e18-92e7-6f246c67ffac/data.csv,https://data.medicare.gov/api/views/y2hd-n93e/rows.csv?accessType=DOWNLOAD
Q5,2.0,data/1a237243-be57-4b3b-a132-b371b1b561b2/6a420481-f388-4589-b724-f43e64279fcc/data.csv,https://www.data.va.gov/sites/default/files/NGL20180105/ngl_south_dakota.csv
Q5,1.0,data/93a69c95-583b-427a-886c-7307a2611a8a/f5835b04-41ad-4d8c-bec8-67038752eeb9/data.csv,https://inventory.data.gov/dataset/cee9d558-313f-41f7-8955-1d6e4df3a2dc/resource/0f696b5b-129c-4a83-93af-662f5f8162f4/download/userssharedsdfachvmntrsltsstateassmtsmathssy201112.csv
Q5,1.63425925926,data/755e8b9c-fea1-46f2-a40a-88c844d27a6e/4cbfcd77-c9f0-4015-99ec-3deaa3c82d39/data.csv,https://data.ok.gov/sites/default/files/res_funding_summary_-_fiscal_year_2008_a2xj-nhth.csv
Q5,2.0,data/2b4a7fc8-6b47-4c20-ac2c-edd87bc6585d/56bfe3bb-2067-47e5-9d11-fd42d3eeb7f9/data.csv,https://data.ok.gov/sites/default/files/res_2013_real_property_inventory_list_rrnw-eauq.csv
Q5,3.0,data/373f9e68-0697-4b78-ab11-5797aa1cb6b4/9f752e88-46e1-49c1-bee5-6f1829fa4c06/data.csv,https://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q2_2011_zq4p-xiiw.csv
Q5,2.0,data/68f0d11a-82d7-4422-b173-586ff6058436/a3245261-82ea-4f54-8016-3b74eb6ca8f9/data.csv,https://inventory.data.gov/dataset/8bf56e54-1a05-4726-9c20-cfd22a20c48d/resource/474b78a0-37c2-4d79-877f-05025428ae57/download/userssharedsdfpromiseneighborhoods2011applications.csv
Q5,2.0,data/3b880d60-af74-4440-ab7f-f3f502b8220d/fdb2a989-3ff5-40d3-adbc-cdb0b4f7bf63/data.csv,http://www.archives.gov/open/data/nhprc-4-2016.csv
Q5,1.66666666667,data/1ea42d30-6b3d-4810-a005-d0394f5c6918/ff901840-a629-4497-9bf3-a7f4c4de83c3/data.csv,https://data.ok.gov/sites/default/files/res_purchase_card_%28pcard%29_-_fiscal_year_2010_vxds-7vhi.csv
Q5,1.67094017094,data/93a69c95-583b-427a-886c-7307a2611a8a/fd3382ec-8a1d-4372-930c-0e4f72db5037/data.csv,https://inventory.data.gov/dataset/e4b3ce38-c0e2-45c1-97b4-73f6a467e801/resource/7c9a1737-5501-492a-8d23-99e1501e9e0b/download/userssharedsdfleaachvrsltsassessrlasy201112.csv
Q5,1.67088607595,data/3f3257b4-86bf-4122-9b46-ee690f8bca10/da541517-4836-48bb-997d-75ebbe5fa75c/data.csv,https://inventory.data.gov/dataset/5678fcd7-1418-48d4-9a4a-4bf9ebd5c057/resource/ebba7a9d-b38a-4825-9546-339ff7dcb3a1/download/userssharedsdfleaachvrsltsassessrlasy200809.csv
Q5,1.0,data/b1efbf4b-747a-4bda-9a07-9a124e8ba03b/15c7369c-ddb2-46a5-aeaa-3f603d0b08d7/data.csv,https://inventory.data.gov/dataset/3019ae19-ef8b-4aaf-b6b4-dadb5d52ea67/resource/ff426a67-8d74-47be-bdc1-ebbe5172a803/download/userssharedsdflealvlachvmntrsltsforstateassmntsinrlasy200910.csv
Q5,2.0,data/de9d590c-6e2d-4c06-ae83-1bd222369033/82f430e2-036c-4c33-8ae4-c91e812bd70c/data.csv,http://enterprisecontent-usfs.opendata.arcgis.com/datasets/3e16a3fae435443d9899b10d4ff26124_0.csv
Q5,1.0,data/373f9e68-0697-4b78-ab11-5797aa1cb6b4/b6194dac-a68d-4eb5-8b2d-ad39316393f5/data.csv,https://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q1_2011_xxvf-kunf.csv
Q5,2.0,data/0e999861-ca8f-4eaf-9e66-b97fefabd814/d604ed63-a22c-46bd-aba4-5878be6ddd96/data.csv,http://www.bls.gov/cew
Q5,1.65476190476,data/b1efbf4b-747a-4bda-9a07-9a124e8ba03b/c07f9483-832d-4877-80d1-1e9f5dcffeb2/data.csv,https://inventory.data.gov/dataset/24675c4c-b470-4c34-94d5-02fe9a661767/resource/c733eb3a-4c39-4b3a-8b19-44fb0334001a/download/userssharedsdfachvmntrsltsstateassmtsmathssy200910.csv
Q5,2.0,data/b3b108fe-ac8b-44a4-8f3d-23fe14d2c2de/639acf19-567f-4fff-9983-9dcc1bb69f08/data.csv,https://data.ok.gov/sites/default/files/res_revolving_funds_november_2014_w445-tnnq.csv
Q5,2.0,data/6dbe8ea1-bcc7-4b97-b109-10c504ad6d2f/e2d448ef-1f05-4cdb-bb42-c783e904068f/data.csv,http://www.bls.gov/cew
Q5,1.0,data/91a8a211-9dbf-435a-8fe6-86e6b7da5650/4feda288-bf71-4ab1-83fd-de4fc0e20e3a/data.csv,http://www.bls.gov/cps
Q5,0.0,data/2b4a7fc8-6b47-4c20-ac2c-edd87bc6585d/60f3e55a-e991-46d3-9d6f-6269eb3a3eac/data.csv,https://data.ok.gov/sites/default/files/res_2013_state_of_oklahoma_personal_property_inventory_list_f679-ijkp.csv
Q5,2.0,data/13500891-4ed1-46b2-8475-67dac74da064/0c42c7d9-2768-468f-b274-97b61b884324/data.csv,https://www.va.gov/osdbu/library/factsheets.asp
Q5,3.0,data/83952afa-afef-4b6f-9e39-a52aa2225f7f/ac8275d8-e9c1-444c-97e8-b35a24f1d161/data.csv,https://openei.org/doe-opendata/dataset/6f9e9357-9670-4076-8363-82b3887ba083/resource/70d293bd-b44a-47ea-ae1b-1cbd87b52c3d/download/utilities.csv
Q5,0.0,data/ea425aa0-52d1-4f6d-a136-a4d8e232312c/71ac2439-a21e-4a46-bf6c-2d994994fb1a/data.csv,https://inventory.data.gov/dataset/cee9d558-313f-41f7-8955-1d6e4df3a2dc/resource/0f696b5b-129c-4a83-93af-662f5f8162f4/download/userssharedsdfachvmntrsltsstateassmtsmathssy201112.csv
Q5,0.0,data/b3b108fe-ac8b-44a4-8f3d-23fe14d2c2de/6f1847b3-48d6-49b8-b9da-246836594b91/data.csv,https://data.ok.gov/sites/default/files/res_revolving_funds_december_2014_9y7q-g34e.csv
Q5,3.0,data/adcdf980-0ee4-4342-8b52-56da7f8853ce/af8e486b-46fa-4949-b3e6-7e8b163dc925/data.csv,https://openei.org/doe-opendata/dataset/9720c474-5f8a-4c14-b667-ce3cdb484fcb/resource/96ce9a9c-65dd-48c6-a540-1fd56ab0ff47/download/openeiutilitycompanyinfo.csv
Q5,3.0,data/ea425aa0-52d1-4f6d-a136-a4d8e232312c/82c6a08e-c9be-481c-8dd8-bd22a976760e/data.csv,https://inventory.data.gov/dataset/e4b3ce38-c0e2-45c1-97b4-73f6a467e801/resource/7c9a1737-5501-492a-8d23-99e1501e9e0b/download/userssharedsdfleaachvrsltsassessrlasy201112.csv
Q5,1.64912280702,data/69678b44-6941-4e66-92ca-6aa0748f318d/d454d29f-67c5-48e3-8b79-69bb04290e21/data.csv,https://data.ok.gov/sites/default/files/res_funding_summary_-_fiscal_year_2013_u7b8-byas.csv
Q5,1.0,data/ea425aa0-52d1-4f6d-a136-a4d8e232312c/0c4466b8-6ff7-4b50-bb79-e0660951bf77/data.csv,https://inventory.data.gov/dataset/e1f06719-f437-431c-8a52-d7706b7791aa/resource/5a238416-a57d-4c73-8c3c-e3bd1d0d7cb7/download/userssharedsdfachvmntrsltsstateassmtsrlasy201112.csv
Q5,1.64604810997,data/0f70d0ba-f194-4b7c-9f8f-d059216b0d02/94d8abe7-da05-480b-97ea-99a74206acdb/data.csv,https://openei.org/doe-opendata/dataset/cbb80cd9-1dcc-48a1-ad88-f653a621a1e6/resource/44bdb515-eb8e-43d4-8994-a92f584ae5ac/download/04232015altfuelstations.csv
Q5,2.0,data/9fbcfd86-7816-4f2e-b50a-d99715400df3/88601dfe-f0f5-48a4-95f2-347a9a75ff1e/data.csv,https://inventory.data.gov/dataset/15cfd6a9-f6e7-417d-b8af-41d2f5ba4d98/resource/2b320935-7fcd-4302-90a1-798478983f97/download/userssharedsdflealvlachvmntrsltsforstateassmntsinrlasy201011.csv
Q5,1.6430976431,data/d254ffe1-158b-4530-84f9-1d6c83cdacfa/edcc116e-cdf9-46e8-a85f-6421a99b961d/data.csv,http://www.bls.gov/cps
Q5,3.0,data/83a70c7e-9992-4676-8360-44d0fd97e3a6/401616de-f26a-4728-9f37-55324565d50a/data.csv,https://data.ok.gov/sites/default/files/2012%20Personal%20Property.csv
Q5,1.0,data/c21fb3d3-bce3-4a75-89fa-17b4bffa66de/2b20262f-55be-49fd-9c2a-113664588926/data.csv,http://www.bls.gov/cew
Q5,3.0,data/2879243b-2c9c-4fb7-b08e-1931647f1ea7/786fc650-4b91-4411-be0e-f984b1278d06/data.csv,http://www.bls.gov/cps
Q5,1.64724919094,data/03e8e73b-6fa4-43ac-97bf-61c637502fe1/a71c8a5e-06f9-412b-9784-2ff7abf4804e/data.csv,https://data.ok.gov/sites/default/files/res_funding_summary_-_fiscal_year_2009_5sui-v8ct.csv
Q5,0.0,data/000f1c44-a0b8-402f-8d4b-a4b66dfb7734/175df654-543f-4205-ba17-1d5d456f4aaa/data.csv,https://ed-public-download.app.cloud.gov/downloads/Most-Recent-Cohorts-Scorecard-Elements.csv
Q5,1.6380952381,data/92d56ad3-4349-4e49-8f68-eae91944b4be/565f5e4c-0ea7-4b99-94f5-681a21fcdedf/data.csv,https://data.medicare.gov/api/views/4pq5-n9py/rows.csv?accessType=DOWNLOAD
Q5,1.6320754717,data/05e949a6-9fb8-44b9-b2d8-952e65d981ce/1f4e353d-b7c1-40c7-b90b-8faadf020eac/data.csv,http://ogesdw.dol.gov
Q5,2.0,data/cdfeac2a-b38c-4235-96fd-c852295c6239/9bcf1ced-4af4-4884-9bcf-cfe09d28c3ae/data.csv,https://data.ok.gov/sites/default/files/res_funding_summary_fiscal_year_2014_wa4v-3fd8.csv
Q5,2.0,data/9fbcfd86-7816-4f2e-b50a-d99715400df3/13538137-c14d-4d3d-83d1-d0f0e6a80128/data.csv,https://inventory.data.gov/dataset/b6cbc701-66f2-46d9-a035-b5d94d7dcadc/resource/8ca9e144-005f-4706-ac78-9bfc8544edb1/download/userssharedsdfleaachvrsltsassessmathematicssy201011.csv
Q5,1.64525993884,data/b2022dae-03f7-4df1-897a-b00768a19bf6/8a04a9a1-d2aa-4e05-8888-169de3428697/data.csv,http://www.fhfa.gov/DataTools/Downloads/Documents/FHLBank-Member_Data/fhlb_members.csv
Q5,2.0,data/cc9b18f1-c0c9-4adf-9595-dd9a9dd8c182/4c0f447a-dfec-481e-85f9-10291c01cf3d/data.csv,https://data.imls.gov/api/views/ku5e-zr2b/rows.csv?accessType=DOWNLOAD
Q5,1.64564564565,data/fdeaa7bc-02e0-4c08-9a06-6a2b61e4fdcb/bcb6802d-85e5-4c91-9eaa-80f6eeb8c691/data.csv,http://www.bls.gov/cew
Q5,1.63988095238,data/e006bb1d-a58d-4fc1-9d72-93a7f9453699/23a95c9c-507c-4085-8c04-462ccd47b333/data.csv,http://ogesdw.dol.gov
Q5,1.6401179941,data/420eab6f-62e0-43b7-abc2-e9c44aca5871/7365d153-f1db-4077-aa52-f5f9410f3dd9/data.csv,http://enterprisecontent-usfs.opendata.arcgis.com/datasets/bca3358e80384a2794a672ed48b0be8e_0.csv
Q5,3.0,data/b1efbf4b-747a-4bda-9a07-9a124e8ba03b/f225bb7f-e5e8-4ba2-a192-d086aeec45bd/data.csv,https://inventory.data.gov/dataset/07e442f8-9c26-47f7-8786-6a77a8b573c4/resource/0bb9f6a3-be5d-46dc-806a-e818dc209bb4/download/userssharedsdfleaachvrsltsassessmathematicssy200910.csv
