task,score,data_path
Q2,1.62222222222,data/0e999861-ca8f-4eaf-9e66-b97fefabd814/d604ed63-a22c-46bd-aba4-5878be6ddd96/data.csv
Q2,2.0,data/641bd630-f9d6-4d32-9333-615e6b5f6881/415dca15-b90a-46c3-8d13-70322ee4628e/data.csv
Q2,1.0,data/192a0e86-cab0-4e15-99af-1a39470cae53/1c5aae90-e7b8-4ff2-a5b9-d1756d6580b2/data.csv
Q2,2.0,data/386101d8-d03b-4973-899c-097ef2ea1af6/65b985e7-15fe-4f77-913b-e42930a41171/data.csv
Q2,0.0,data/d413a938-0c3f-4146-850d-47c3efa108d0/395c4115-4bab-4543-8cf3-cc88f7bb05ca/data.csv
Q2,1.60666666667,data/d2a73f00-f31c-4dcf-ac7f-80f02e45513c/44480d26-0da2-44d5-8004-79cc3afbc482/data.csv
Q2,2.0,data/22dc9080-e6d0-4b09-aa43-d0b60f7a5a6b/b28435a0-8dd3-4130-8fab-0b20e7178aa2/data.csv
Q2,3.0,data/d413a938-0c3f-4146-850d-47c3efa108d0/1087176f-16d0-4303-9040-b32994cae4e3/data.csv
Q2,1.0,data/9dd00423-5d3f-4004-b790-833452bb12cf/9d92e097-2c04-43f7-acfa-2b459be8a982/data.csv
Q2,0.0,data/c7a6439d-73b0-4661-8862-a9ca1b1be2ab/a47b36b0-04a7-4883-8de4-6360eef8a05f/data.csv
Q2,1.0,data/8a1645f7-fde5-42b1-9719-983b31f45341/a3555d66-a7b3-4603-8b31-9a39df90c6f4/data.csv
Q2,2.0,data/c21fb3d3-bce3-4a75-89fa-17b4bffa66de/2b20262f-55be-49fd-9c2a-113664588926/data.csv
Q2,2.0,data/949fd2a9-5966-4d4b-9043-8612f68ab3ba/f5462b47-3165-403c-939e-e620b9c59c7a/data.csv
Q2,0.0,data/903ba9eb-4eda-467f-9924-4bca989e51f4/21abde5d-2619-4293-86d8-43a77f50f32a/data.csv
Q2,1.57627118644,data/b110fd4e-c846-4c8e-91ad-6e27bf3d8330/fe9fe70e-0e0f-49b3-a207-83615c1a9baf/data.csv
Q2,1.0,data/24970734-7065-451c-998b-17d7002d07b3/0c097f52-f3ca-431f-96c6-4cf8181ee679/data.csv
Q2,0.0,data/09848cf4-3e5b-4040-8703-b4177e97d9b0/f85609ae-7fa3-459c-ae6e-c018482d3004/data.csv
Q2,1.0,data/17c612be-a6fe-4e7b-887f-02a9e7db4db4/4f641c5b-bec0-4773-9644-85c0c192baf7/data.csv
Q2,2.0,data/77289529-f675-47e7-bd58-772518922acc/57da1760-4470-46c0-b23d-ea275dbe2f83/data.csv
Q2,1.57291666667,data/3b0386b5-a7d2-4b2e-828d-deab44a948b9/1b3b5536-8ee9-493d-9247-152570c91ce4/data.csv
Q2,1.56923076923,data/a838be99-f832-4319-a988-1b929ee8e5d9/9d6ec49c-bbc6-4613-aebe-5f4f431a362f/data.csv
Q2,3.0,data/909bf320-4177-467d-9250-6a0b5fda6692/343cacfa-3700-4212-aa07-5f66b4acae4d/data.csv
Q2,2.0,data/e8e499c1-890d-45c8-9392-111dd5b052c4/aa05ea56-506c-4720-8c0b-5807d4ed619a/data.csv
Q2,1.58823529412,data/d413a938-0c3f-4146-850d-47c3efa108d0/96f90ce6-7f2f-4028-af0a-9b677ef22cdb/data.csv
Q2,0.0,data/26a2ce14-39a0-4c0b-9a29-2b001d16d96d/7739cea5-0d36-4cf6-a652-90fba54de540/data.csv
Q2,3.0,data/531a6b3e-0c24-486a-86d0-858ad900eef4/0daba9c6-c19d-4c6e-b85f-f33f7fd53270/data.csv
Q2,2.0,data/35614b97-2507-4fe5-95e6-c8e3d42293cc/72a38626-442d-4e75-aa7b-f6ff97e1b9f2/data.csv
Q2,3.0,data/6c7d84b3-ef26-4323-a069-253b5be3dfdd/c62ad9de-2432-460e-9ac4-342c9cb82399/data.csv
Q2,3.0,data/7ba09895-2c7a-4932-a72a-1c34f0cd5d1c/de90f2fb-1f92-4ae2-8b97-807bd258c63f/data.csv
Q2,3.0,data/4baa00a8-6d7d-4368-a61e-b2b51d59d7be/8aa92684-4395-4c84-b82e-ffa18650dc74/data.csv
Q2,1.61777777778,data/b4a8b7e4-0e1e-4be7-afdd-eb7cc7813c44/d918240b-3ccc-4d41-8f96-2687c5c60754/data.csv
Q2,1.60964912281,data/bc42eb2a-1717-4af8-89ca-d1228f83ce07/a907cbae-46ce-4408-b4d2-21016cd47d5e/data.csv
Q2,2.0,data/75568262-2fb5-40f9-9339-6419fe27620a/8e3bcc1b-9ef2-4d17-9832-216041b3904a/data.csv
Q2,0.0,data/9bc58d33-0eb9-4752-958a-b2c0b3869ba5/7fb808c8-d27c-46ef-9184-3b677ac3a2dd/data.csv
Q2,2.0,data/d413a938-0c3f-4146-850d-47c3efa108d0/9639684d-caa3-484a-9a18-804b3f4b9352/data.csv
Q2,1.6,data/a1d3787d-fd62-4675-8c96-3aedd985f93e/db8c4f41-e41d-4815-95cb-c857e5b5bcdd/data.csv
Q2,1.59259259259,data/76aa6bb7-5917-4754-a589-ca277c5c88f2/e04bb55c-76fd-4295-af57-4f4d714d43ef/data.csv
Q2,1.59349593496,data/348d4d30-9759-451c-ba8d-211e934fedb9/912a4b3f-b582-4780-96ad-9b11a3ef8c65/data.csv
Q2,1.58634538153,data/b86ac1f0-5925-437d-a2e5-36507ea9c269/622e0b72-6ba2-4bf2-a777-62437f758f10/data.csv
Q2,2.0,data/659a9f24-d845-4b8c-b5ee-17bcefae4b07/c1987b21-9535-499a-a14c-01cd08eb1e01/data.csv
Q2,1.59215686275,data/91d05c4e-8192-4643-86cb-685db73ebfed/2c4f7097-7e58-4453-b3f1-affbfd74cb34/data.csv
Q2,3.0,data/13dc0ad2-a329-41db-bca3-72c33e9772e0/2e9bc5f3-013f-45dd-90dc-62e73261079b/data.csv
Q2,3.0,data/a3fa9e74-9d72-4704-8365-ae48d500b971/ce7cae98-41bd-40a0-bdec-85628dd41943/data.csv
Q2,1.60606060606,data/513fd550-23a6-4f72-b406-d3bc463acafd/954d476e-313b-41f2-9f40-32ebe0c4346c/data.csv
Q2,2.0,data/7ea8a69d-a68d-43a9-bebb-478229cbf2d4/c8448e61-3d22-423f-9172-bf3492af590b/data.csv
Q2,1.61111111111,data/5941b5f5-f0ff-41c4-8e5f-edc15e84e4ea/adf37a23-71dd-4319-9789-f48a9c6e75c8/data.csv
Q2,1.0,data/144bb849-9b83-421b-93b7-919715b31755/87d7a89e-9b51-45fe-b266-7a8d8fafd8a1/data.csv
Q2,1.60144927536,data/25d54c6c-3cc6-495b-88a2-daa7a66257f5/6e92056a-57c7-4d16-8366-5114a10c676e/data.csv
Q2,1.60573476703,data/9fc82046-188a-4d09-b279-fcc158de1241/773807d9-b52b-4014-965f-3a5508c99a7d/data.csv
Q2,1.0,data/da377ddc-ea92-4faa-92ed-4aebc926aed6/50ff777e-e07a-4015-bbaa-cb36be1cce11/data.csv
Q2,1.6,data/fdeaa7bc-02e0-4c08-9a06-6a2b61e4fdcb/bcb6802d-85e5-4c91-9eaa-80f6eeb8c691/data.csv
Q2,1.0,data/1a2fc880-f45b-4e64-b322-9bc575c7c27b/fc8045a0-158b-4fed-a8f6-87fd22c641f7/data.csv
Q2,1.58419243986,data/37639e1a-349b-46c0-a024-432dd97310c0/801a8b3e-3398-48c8-8f92-5bacaf158067/data.csv
Q2,2.0,data/d413a938-0c3f-4146-850d-47c3efa108d0/e2ec66cb-1802-4cc0-9e90-a68a9750fdd4/data.csv
Q2,1.58922558923,data/5054af6c-9801-49e4-af0d-f200483436b6/25045c82-dfc4-47ad-ac5b-f452cdf3530b/data.csv
Q2,1.59,data/9c2c0aff-1149-462e-b243-4a2b783cc26d/c1320789-8d48-4088-8a8d-b6c5022d80f0/data.csv
Q2,2.0,data/15410923-1fec-4501-8c62-ff2938cda11b/f654811a-c8de-44ea-9981-6e0a2a256f94/data.csv
Q2,1.60130718954,data/d8edfa3c-ead0-453a-9fe8-16416d31b7ee/9dbb355e-a2cd-4c11-a62e-b3002dddc3f0/data.csv
Q2,1.0,data/057488e9-f69d-4f0a-9a44-2e21d7161b5a/86fa4f1f-57b5-4bc9-afe4-315d326a8aa0/data.csv
Q2,1.59615384615,data/948e125b-a5d5-4a83-8306-458ab492eabd/24b980d6-643d-442c-9fe1-bd6eba11f7d4/data.csv
Q2,1.0,data/9039ec80-8d23-42e3-8989-e9d7d504dd33/fede30d5-a035-4ed9-be9d-0b41e47a1f10/data.csv
Q2,2.0,data/b3b108fe-ac8b-44a4-8f3d-23fe14d2c2de/e4e32747-d7f1-4582-939b-8d2978693fd2/data.csv
Q2,1.60436137072,data/8d9a23f0-04bc-402e-8853-36653508e198/0d7a8348-e63a-41dc-80e2-d9c3aca05d05/data.csv
Q2,1.0,data/8d3ea6de-a8a3-4b8d-8199-1a5ca16e71ad/b44aafd5-14bb-46a8-bde7-d30a588e6903/data.csv
Q2,1.60244648318,data/8d9a23f0-04bc-402e-8853-36653508e198/e18c026a-506d-495f-b246-4e64d3bc73b3/data.csv
Q2,3.0,data/05efbe3c-fac8-4abd-bc19-442a6fe74141/d15254f2-fa69-4ae6-addb-837778350bdf/data.csv
Q2,1.61261261261,data/2a8c3187-2ef9-4637-a095-a959f58374be/ca42fa8f-3825-457a-84b2-85d01b577607/data.csv
Q2,3.0,data/5196971e-3e18-44e8-88f8-30835adeaef7/41e28983-6ff4-4565-89bb-947c78fb3753/data.csv
Q2,2.0,data/a1dc8122-6f79-4f7e-87fc-60f847be842d/150a2162-c892-4019-a72b-c734280e2d85/data.csv
Q2,1.62573099415,data/b3b108fe-ac8b-44a4-8f3d-23fe14d2c2de/e86aedf9-22f6-41cd-996d-a5527bf1225a/data.csv
Q2,1.62608695652,data/8d9a23f0-04bc-402e-8853-36653508e198/b7c85b86-0dec-4e31-95a3-35220d6db1d5/data.csv
Q2,1.62931034483,data/b3b108fe-ac8b-44a4-8f3d-23fe14d2c2de/7d822cec-6e54-441a-9b87-f333750262da/data.csv
Q2,2.0,data/52172eed-f3ba-4371-ba4e-d0763f5456d5/4e9da334-521d-4886-8299-58c70a4ece35/data.csv
Q2,1.63559322034,data/b3b108fe-ac8b-44a4-8f3d-23fe14d2c2de/1d4f5cd9-2a9f-4e26-97e1-5c80c7bcecab/data.csv
Q2,2.0,data/b3b108fe-ac8b-44a4-8f3d-23fe14d2c2de/faf5f2e7-a500-43dd-83c0-626b3e956b8f/data.csv
Q2,1.63611111111,data/1a8ee860-0dbb-4aa4-a166-85760f104b6a/c78db964-dc2d-4982-98c3-04048e922433/data.csv
Q2,1.63636363636,data/b3b108fe-ac8b-44a4-8f3d-23fe14d2c2de/9c00b08f-469a-4e87-85f2-38d1567850f6/data.csv
Q2,1.0,data/c8a3fab3-18bf-4758-b511-1008371be0ee/664eed72-ed0b-4445-93f1-b3a96935ea02/data.csv
Q2,3.0,data/d303d5b1-acd0-4f3d-aa75-aa4c7c4e6e59/6a349af1-481b-452a-b023-c6b0147fe2f8/data.csv
Q2,1.64247311828,data/68f0d11a-82d7-4422-b173-586ff6058436/a3245261-82ea-4f54-8016-3b74eb6ca8f9/data.csv
Q2,3.0,data/a1dc8122-6f79-4f7e-87fc-60f847be842d/b4e446dc-446c-42f4-8447-324b139834cd/data.csv
Q2,2.0,data/f5858a3a-2413-4e25-a2ce-59b3931b78e5/6f9f555e-a74e-42a3-989a-17c5b1cddd74/data.csv
Q2,1.65091863517,data/b2022dae-03f7-4df1-897a-b00768a19bf6/8a04a9a1-d2aa-4e05-8888-169de3428697/data.csv
Q2,2.0,data/b3b108fe-ac8b-44a4-8f3d-23fe14d2c2de/898f24dc-2a9a-4985-8ea1-c55603e3b412/data.csv
Q2,3.0,data/3b880d60-af74-4440-ab7f-f3f502b8220d/fdb2a989-3ff5-40d3-adbc-cdb0b4f7bf63/data.csv
Q2,2.0,data/3a77380f-f271-4a19-8e6b-fb406ef784ea/ff7c9e41-5cae-4c37-9e7a-fefa2236a6bb/data.csv
Q2,1.0,data/3c31ca72-ede3-40ab-8781-28f25a670a68/9c9d8976-6f4f-4f48-9af0-952b7d1d3976/data.csv
Q2,1.65404040404,data/0cccf93d-e7fe-491f-b580-fc526d5a7021/ed08770f-ee69-449b-b23d-a8c9451c1668/data.csv
Q2,1.65664160401,data/a1dc8122-6f79-4f7e-87fc-60f847be842d/1febf119-b6d2-400f-901a-26ee1ac3a5ee/data.csv
Q2,2.0,data/57e5cd4b-cc93-45b6-98e0-fdb2c69bfa62/e85dd3f7-ebeb-4b7b-8da1-b7d6682369af/data.csv
Q2,1.0,data/b1efbf4b-747a-4bda-9a07-9a124e8ba03b/c7b1f141-9420-4c01-80d5-bbcf97446fb5/data.csv
Q2,2.0,data/93a69c95-583b-427a-886c-7307a2611a8a/f5835b04-41ad-4d8c-bec8-67038752eeb9/data.csv
Q2,1.65206812652,data/de9d590c-6e2d-4c06-ae83-1bd222369033/82f430e2-036c-4c33-8ae4-c91e812bd70c/data.csv
Q2,2.0,data/a1dc8122-6f79-4f7e-87fc-60f847be842d/8c961d60-1848-4439-9d63-85278adc1b5a/data.csv
Q2,0.0,data/272d92a0-c044-4616-bb02-6039a7de162e/b9a7a7e2-516e-40f0-9f4f-eced29ea1c8d/data.csv
Q2,2.0,data/8bac3c43-cdce-466c-a4f3-ce74ac61dbed/e835893a-3c3b-49b8-a2ec-c31eafc208ca/data.csv
Q2,2.0,data/3ae328d1-9fec-4fb3-8c84-90d2046cdc25/f4e9dba6-0563-4bf2-b466-ef3b6dfd711f/data.csv
Q2,1.64319248826,data/a1dc8122-6f79-4f7e-87fc-60f847be842d/07f1b3f2-803a-4601-bbcd-c5a85937af3c/data.csv
Q2,2.0,data/91a8a211-9dbf-435a-8fe6-86e6b7da5650/4feda288-bf71-4ab1-83fd-de4fc0e20e3a/data.csv
Q2,2.0,data/a1dc8122-6f79-4f7e-87fc-60f847be842d/21b49ce6-5fad-4a37-9566-2eff42039e39/data.csv
Q2,1.64367816092,data/2b4a7fc8-6b47-4c20-ac2c-edd87bc6585d/60f3e55a-e991-46d3-9d6f-6269eb3a3eac/data.csv
Q2,3.0,data/f5858a3a-2413-4e25-a2ce-59b3931b78e5/3518511d-fb25-47bc-bbc0-4850436b1065/data.csv
Q2,0.0,data/2b97a7aa-040f-430b-b6d2-7225f0ecb42f/c0a23ed4-516e-42e1-934d-c986067b0c12/data.csv
Q2,2.0,data/601f8070-228d-4cc9-9116-63d820cd9335/2fb91859-770a-44cf-9fe7-6ce367654926/data.csv
Q2,2.0,data/ea425aa0-52d1-4f6d-a136-a4d8e232312c/71ac2439-a21e-4a46-bf6c-2d994994fb1a/data.csv
Q2,1.64888888889,data/8d9a23f0-04bc-402e-8853-36653508e198/33346766-cdc3-4dbc-9414-d2512d821818/data.csv
Q2,3.0,data/b3b108fe-ac8b-44a4-8f3d-23fe14d2c2de/6f1847b3-48d6-49b8-b9da-246836594b91/data.csv
Q2,0.0,data/f00a5ed5-76db-47cb-b7e6-88c4da28a319/4769b70c-d117-4818-af08-3eb83df9cd8e/data.csv
Q2,1.0,data/09563052-4ccf-4c0a-b0f9-44fae6dfdde5/bc1ff669-abd0-4a56-a10f-fc5a96d8f233/data.csv
Q2,1.64285714286,data/8111af96-59c2-4474-9d12-d5254b3dae40/17bb972a-9d6a-425d-91e6-99de64ab6e1b/data.csv
Q2,2.0,data/07b46a20-66ec-4ddb-ace8-97908d9c3272/27fc71b4-af58-47e4-a7a2-d0a9d8d32037/data.csv
Q2,1.63888888889,data/79fb6bf9-6ef9-4df5-b8ca-0b90d6c4f783/51c5deed-8f85-4a67-b7c4-921735f150ee/data.csv
Q2,3.0,data/a1dc8122-6f79-4f7e-87fc-60f847be842d/f5615577-6a81-4250-a95d-14e706912c88/data.csv
Q2,2.0,data/f5858a3a-2413-4e25-a2ce-59b3931b78e5/bf819fe3-67f1-49e1-849b-a37a5e6a4999/data.csv
Q2,1.64150943396,data/b3b108fe-ac8b-44a4-8f3d-23fe14d2c2de/96ed2f6d-942b-4f52-bc2e-923f24129b3d/data.csv
Q2,1.64166666667,data/d254ffe1-158b-4530-84f9-1d6c83cdacfa/edcc116e-cdf9-46e8-a85f-6421a99b961d/data.csv
Q2,1.64182194617,data/a1dc8122-6f79-4f7e-87fc-60f847be842d/4e0ef2f2-684b-4883-8051-cb597e0107eb/data.csv
Q2,2.0,data/fad27182-a563-438a-a09e-838e6dd230cd/d34d3574-000c-4318-b022-ecdcf448e24a/data.csv
Q2,2.0,data/2879243b-2c9c-4fb7-b08e-1931647f1ea7/786fc650-4b91-4411-be0e-f984b1278d06/data.csv
Q2,3.0,data/b3b108fe-ac8b-44a4-8f3d-23fe14d2c2de/639acf19-567f-4fff-9983-9dcc1bb69f08/data.csv
Q2,1.64444444444,data/000f1c44-a0b8-402f-8d4b-a4b66dfb7734/175df654-543f-4205-ba17-1d5d456f4aaa/data.csv
Q2,2.0,data/edc72281-7e35-457d-ba8c-ac35277a3d9d/68c6a723-92a1-44ef-9792-7ea3c63d35c1/data.csv
Q2,0.0,data/96f1d72a-d332-4caa-8691-90177608fc2a/15039d11-6554-44bd-bc1c-d7bdfd15c9ff/data.csv
Q2,2.0,data/f5858a3a-2413-4e25-a2ce-59b3931b78e5/118e8689-63ff-4265-a6ff-50dffc7ee278/data.csv
Q2,2.0,data/8d3f4a66-f29d-4313-bf82-178441ab7390/74f3591a-0371-4b85-89a2-ea2f1501889f/data.csv
Q2,2.0,data/8d9a23f0-04bc-402e-8853-36653508e198/559e109b-a75f-445b-876f-b9d8c0e61520/data.csv
Q2,2.0,data/3ef4cd14-e8f3-49cb-af36-272f9f922176/c0068cf2-7dbf-451e-a678-a2dfd84c9cc4/data.csv
Q2,1.0,data/d1705fb0-443d-47b3-a707-6c9cc7874ed5/66e449b0-9bbe-4490-96f2-1258d7cecfbb/data.csv
Q2,1.64161849711,data/a1dc8122-6f79-4f7e-87fc-60f847be842d/4f4491b2-9fbd-4e2b-959b-f32f3982b013/data.csv
Q2,1.64176245211,data/551d4c52-be68-45d5-b7e4-0ef7c6904c94/c344439f-4930-4507-a915-2e88dfa16e4c/data.csv
Q2,1.0,data/1fd5bdca-7660-4b7c-ad6f-3bc90e84e8f0/746280dd-4175-408a-98f2-3660f7301d5c/data.csv
Q2,1.64015151515,data/471f8ede-1a27-4873-b09c-517d7e3c1473/b10565ac-e97b-4368-9eac-2aae052f2ad9/data.csv
Q2,3.0,data/8d9a23f0-04bc-402e-8853-36653508e198/d8ec51d4-bc29-4531-abd6-906621a14619/data.csv
Q2,2.0,data/72b852f7-8899-476f-8dc2-96dabe8fda04/71eb46c7-e2b4-43e9-a29d-6d25526c9817/data.csv
Q2,1.64804469274,data/a1dc8122-6f79-4f7e-87fc-60f847be842d/af7e7fff-b6a1-43ba-b0f5-4f7b8edcf42e/data.csv
Q2,1.65,data/420eab6f-62e0-43b7-abc2-e9c44aca5871/7365d153-f1db-4077-aa52-f5f9410f3dd9/data.csv
Q2,2.0,data/242674e8-574c-4ec9-a63a-ef7b80e6fd57/920661e8-8055-4785-a6af-6469c38b4dfd/data.csv
Q2,3.0,data/f5858a3a-2413-4e25-a2ce-59b3931b78e5/987ca84e-6b68-427b-b3a7-0cfc2f518e5c/data.csv
Q2,2.0,data/d2f67147-8388-44e7-a65a-65ad62f86b86/9b257174-20fd-4439-a62a-93658112661c/data.csv
Q2,2.0,data/284a892d-074f-40d9-ac61-f6c572338974/cb586832-4528-4618-ab24-e128ce4e7241/data.csv
Q2,1.0,data/d2a385df-1cd2-467c-ae3e-cddadfb8d22d/72492986-d412-4625-a39b-1ee160e8643a/data.csv
Q2,1.6541218638,data/4f68cf90-31a3-47bd-993b-71cff67c1420/2a7592cb-5a4c-43ff-84b4-00b7ac71f9ca/data.csv
Q2,1.6559714795,data/1ea42d30-6b3d-4810-a005-d0394f5c6918/ff901840-a629-4497-9bf3-a7f4c4de83c3/data.csv
Q2,2.0,data/f5858a3a-2413-4e25-a2ce-59b3931b78e5/ea63f13d-f86e-4409-ab9f-e06ed75b819b/data.csv
Q2,1.0,data/27053f1a-8486-46ce-ad95-045bfaf90998/47b5871d-ea95-41a0-9b64-fdbb1dcdba6e/data.csv
Q2,1.64561403509,data/d508c197-8d6b-46af-b137-95f71fa6cddd/8576f5d8-5270-4342-81dd-724916bcc47f/data.csv
Q2,1.64746945899,data/9b93897b-d581-47c0-9b91-35f14578f371/bae6b6ff-fc95-4912-bf3f-8f72519e58a5/data.csv
Q2,2.0,data/b9349f05-6c2b-4f4f-8efd-3aa7df7321cd/6fcfd2d2-800d-45cc-a7ec-60dd95824c09/data.csv
Q2,2.0,data/cc1901e7-a008-4eed-b045-3f2be7fd024a/57536616-5069-4376-9e42-64e7eefe86cd/data.csv
Q2,2.0,data/cc1901e7-a008-4eed-b045-3f2be7fd024a/f32ddd84-2eef-4fdd-b73a-1009030dee99/data.csv
Q2,1.65128205128,data/cc1901e7-a008-4eed-b045-3f2be7fd024a/5ef465e7-7318-4489-bda1-64857dcb45a6/data.csv
Q2,2.0,data/cc1901e7-a008-4eed-b045-3f2be7fd024a/1faaa05a-3aa0-429d-8b56-8a04314f3313/data.csv
Q2,1.64974619289,data/ff01a29c-ffa5-4d58-aa10-85d1050eb51d/da46a530-b9ce-4663-9c39-b74bd89176aa/data.csv
Q2,1.64814814815,data/0fd924f7-7e7e-44b4-9240-7ea6eb7bbb40/463b96d3-a48e-4684-9da3-0ec8fdcd641e/data.csv
Q2,1.0,data/000201bb-1991-4165-aef5-b4f3510dc744/dee6a572-26df-48bc-ac18-88dc931c58e1/data.csv
